SampleID,pub_ID,author,year,sp_name,clone.strain,polymer,size_um_mean,size_um_SD,size_nm_mean,size_nm_SD,shape,modified,mod_type,surface_charge,company,MP_comments,age_d,generation,food_present,temperature,pH,DOM_added,DOM_conditioned,DOM_cond_dur_h,DOM_conc_mg_L,DOM_type,DOM_comment,DOM_type_grouped,exp_time_h,exp_time_d,conc_p_ml-1,conc_mg_ml-1,conc_mg_l-1,c_n_replicates,c_ind_per_replicate,c_n_individuals,c_mean,c_SD,c_SE,c_immobile,c_mobile,t_n_replicates,t_ind_per_replicate,t_n_individuals,t_mean,t_SD,t_SE,t_immobile,t_mobile,data_comment
247,Polhill2022,Polhill,2022,Daphnia magna,NA,PE,69,NA,69000,NA,spherical,no,NA,negative,Cospheric,size in paper was 63–75μm,30,0,yes,20,NA,no,yes,504,NA,stream water,,lake water,4,0.16,NA,0.025,25,3,4,12,0,NA,NA,NA,NA,3,4,12,0,NA,NA,NA,NA,"From the text: ""no mortality was detected"""
248,Wu2018,Wu,2018,Daphnia magna,NA,PS,0.1,NA,100,NA,spherical,no,NA,negative,"Aladdin (Shanghai, China) ",,0,0,no,22,NA,yes,no,NA,5,humic acid,,humic acid,48,2,NA,0.02,20,4,5,20,0.84,NA,NA,NA,NA,4,5,20,0.2,NA,NA,NA,NA,From Fig. 6B
249,Wu2018,Wu,2018,Daphnia magna,NA,PS,0.1,NA,100,NA,spherical,no,NA,negative,"Aladdin (Shanghai, China) ",,0,0,no,22,NA,yes,no,NA,10,humic acid,,humic acid,48,2,NA,0.02,20,4,5,20,0.84,NA,NA,NA,NA,4,5,20,0.15,NA,NA,NA,NA,From Fig. 6B
250,Wu2018,Wu,2018,Daphnia magna,NA,PS,0.1,NA,100,NA,spherical,no,NA,negative,"Aladdin (Shanghai, China) ",,0,0,no,22,NA,yes,no,NA,25,humic acid,,humic acid,48,2,NA,0.02,20,4,5,20,0.84,NA,NA,NA,NA,4,5,20,0.098,NA,NA,NA,NA,From Fig. 6B
251,Wu2018,Wu,2018,Daphnia magna,NA,PS,0.1,NA,100,NA,spherical,no,NA,negative,"Aladdin (Shanghai, China) ",,0,0,no,22,NA,yes,no,NA,50,humic acid,,humic acid,48,2,NA,0.02,20,4,5,20,0.84,NA,NA,NA,NA,4,5,20,0.05,NA,NA,NA,NA,From Fig. 6B
252,Wu2018,Wu,2018,Daphnia magna,NA,PS,0.11,NA,110,NA,spherical,yes,amino-modified,positive,"Thermo Fisher Scientific (Shanghai, China). ",,0,0,no,22,NA,yes,no,NA,5,humic acid,,humic acid,48,2,NA,0.03,30,4,5,20,0.55,NA,NA,NA,NA,4,5,20,0.34,NA,NA,NA,NA,From Fig. 6C
253,Wu2018,Wu,2018,Daphnia magna,NA,PS,0.11,NA,110,NA,spherical,yes,amino-modified,positive,"Thermo Fisher Scientific (Shanghai, China). ",,0,0,no,22,NA,yes,no,NA,10,humic acid,,humic acid,48,2,NA,0.03,30,4,5,20,0.55,NA,NA,NA,NA,4,5,20,0.144,NA,NA,NA,NA,From Fig. 6C
254,Wu2018,Wu,2018,Daphnia magna,NA,PS,0.11,NA,110,NA,spherical,yes,amino-modified,positive,"Thermo Fisher Scientific (Shanghai, China). ",,0,0,no,22,NA,yes,no,NA,25,humic acid,,humic acid,48,2,NA,0.03,30,4,5,20,0.55,NA,NA,NA,NA,4,5,20,0.097,NA,NA,NA,NA,From Fig. 6C
255,Wu2018,Wu,2018,Daphnia magna,NA,PS,0.11,NA,110,NA,spherical,yes,amino-modified,positive,"Thermo Fisher Scientific (Shanghai, China). ",,0,0,no,22,NA,yes,no,NA,50,humic acid,,humic acid,48,2,NA,0.03,30,4,5,20,0.55,NA,NA,NA,NA,4,5,20,0,NA,NA,NA,NA,From Fig. 6C
256,Zhang2019,Zhang,2019,Daphnia magna,NA,PS/Latex,0.075,NA,75,NA,spherical,no,NA,NA,Aladdin Industrial Co.,polystyrene latex nano particles; = composite of PS and Latex; size range: 50-100nm,0,0,no,20,6,yes,no,NA,5,fulvic acid,,fulvic acid,48,2,NA,0.01,10,3,10,30,0.97,NA,NA,NA,NA,3,10,30,0.69,NA,NA,NA,NA,Data extracted from Fig.5
257,Zhang2019,Zhang,2019,Daphnia magna,NA,PS/Latex,0.075,NA,75,NA,spherical,no,NA,NA,Aladdin Industrial Co.,polystyrene latex nano particles; = composite of PS and Latex; size range: 50-100nm,0,0,no,20,6,yes,no,NA,5,fulvic acid,,fulvic acid,48,2,NA,0.01,10,3,10,30,1,NA,NA,NA,NA,3,10,30,0.93,NA,NA,NA,NA,Data extracted from Fig.5
258,Zhang2019,Zhang,2019,Daphnia magna,NA,PS/Latex,0.075,NA,75,NA,spherical,no,NA,NA,Aladdin Industrial Co.,polystyrene latex nano particles; = composite of PS and Latex; size range: 50-100nm,0,0,no,20,7.8,yes,no,NA,5,fulvic acid,,fulvic acid,48,2,NA,0.01,10,3,10,30,0.07,NA,NA,NA,NA,3,10,30,0.9,NA,NA,NA,NA,Data extracted from Fig.5
259,Zhang2019,Zhang,2019,Daphnia magna,NA,PS/Latex,0.075,NA,75,NA,spherical,no,NA,NA,Aladdin Industrial Co.,polystyrene latex nano particles; = composite of PS and Latex; size range: 50-100nm,0,0,no,20,7.8,yes,no,NA,5,fulvic acid,,fulvic acid,48,2,NA,0.01,10,3,10,30,0.96,NA,NA,NA,NA,3,10,30,0.37,NA,NA,NA,NA,Data extracted from Fig.5
260,Zhang2019,Zhang,2019,Daphnia magna,NA,PS/Latex,0.075,NA,75,NA,spherical,no,NA,NA,Aladdin Industrial Co.,polystyrene latex nano particles; = composite of PS and Latex; size range: 50-100nm,0,0,no,20,9,yes,no,NA,5,fulvic acid,,fulvic acid,48,2,NA,0.01,10,3,10,30,0.97,NA,NA,NA,NA,3,10,30,0.3,NA,NA,NA,NA,Data extracted from Fig.5
261,Zhang2019,Zhang,2019,Daphnia magna,NA,PS/Latex,0.075,NA,75,NA,spherical,no,NA,NA,Aladdin Industrial Co.,polystyrene latex nano particles; = composite of PS and Latex; size range: 50-100nm,0,0,no,20,9,yes,no,NA,5,fulvic acid,,fulvic acid,48,2,NA,0.01,10,3,10,30,0.74,NA,NA,NA,NA,3,10,30,0.44,NA,NA,NA,NA,Data extracted from Fig.5
262,Zhang2019,Zhang,2019,Daphnia magna,NA,PS/Latex,0.075,NA,75,NA,spherical,yes,amino-modified,positive,Aladdin Industrial Co.,polystyrene latex nano particles; = composite of PS and Latex; size range: 50-100nm,0,0,no,20,6,yes,no,NA,5,fulvic acid,,fulvic acid,48,2,NA,0.01,10,3,10,30,1,NA,NA,NA,NA,3,10,30,1,NA,NA,NA,NA,Data extracted from Fig.5
263,Zhang2019,Zhang,2019,Daphnia magna,NA,PS/Latex,0.075,NA,75,NA,spherical,yes,amino-modified,positive,Aladdin Industrial Co.,polystyrene latex nano particles; = composite of PS and Latex; size range: 50-100nm,0,0,no,20,6,yes,no,NA,5,fulvic acid,,fulvic acid,48,2,NA,0.01,10,3,10,30,1,NA,NA,NA,NA,3,10,30,1,NA,NA,NA,NA,Data extracted from Fig.5
264,Zhang2019,Zhang,2019,Daphnia magna,NA,PS/Latex,0.075,NA,75,NA,spherical,yes,amino-modified,positive,Aladdin Industrial Co.,polystyrene latex nano particles; = composite of PS and Latex; size range: 50-100nm,0,0,no,20,7.8,yes,no,NA,5,fulvic acid,,fulvic acid,48,2,NA,0.01,10,3,10,30,1,NA,NA,NA,NA,3,10,30,1,NA,NA,NA,NA,Data extracted from Fig.5
265,Zhang2019,Zhang,2019,Daphnia magna,NA,PS/Latex,0.075,NA,75,NA,spherical,yes,amino-modified,positive,Aladdin Industrial Co.,polystyrene latex nano particles; = composite of PS and Latex; size range: 50-100nm,0,0,no,20,7.8,yes,no,NA,5,fulvic acid,,fulvic acid,48,2,NA,0.01,10,3,10,30,1,NA,NA,NA,NA,3,10,30,1,NA,NA,NA,NA,Data extracted from Fig.5
266,Zhang2019,Zhang,2019,Daphnia magna,NA,PS/Latex,0.075,NA,75,NA,spherical,yes,amino-modified,positive,Aladdin Industrial Co.,polystyrene latex nano particles; = composite of PS and Latex; size range: 50-100nm,0,0,no,20,9,yes,no,NA,5,fulvic acid,,fulvic acid,48,2,NA,0.01,10,3,10,30,1,NA,NA,NA,NA,3,10,30,1,NA,NA,NA,NA,Data extracted from Fig.5
267,Zhang2019,Zhang,2019,Daphnia magna,NA,PS/Latex,0.075,NA,75,NA,spherical,yes,amino-modified,positive,Aladdin Industrial Co.,polystyrene latex nano particles; = composite of PS and Latex; size range: 50-100nm,0,0,no,20,9,yes,no,NA,5,fulvic acid,,fulvic acid,48,2,NA,0.01,10,3,10,30,1,NA,NA,NA,NA,3,10,30,1,NA,NA,NA,NA,Data extracted from Fig.5
268,Zhang2019,Zhang,2019,Daphnia magna,NA,PS/Latex,0.075,NA,75,NA,spherical,yes,carboxylated,negative,Aladdin Industrial Co.,polystyrene latex nano particles; = composite of PS and Latex; size range: 50-100nm,0,0,no,20,6,yes,no,NA,5,fulvic acid,,fulvic acid,48,2,NA,0.01,10,3,10,30,1,NA,NA,NA,NA,3,10,30,1,NA,NA,NA,NA,Data extracted from Fig.5
269,Zhang2019,Zhang,2019,Daphnia magna,NA,PS/Latex,0.075,NA,75,NA,spherical,yes,carboxylated,negative,Aladdin Industrial Co.,polystyrene latex nano particles; = composite of PS and Latex; size range: 50-100nm,0,0,no,20,6,yes,no,NA,5,fulvic acid,,fulvic acid,48,2,NA,0.01,10,3,10,30,1,NA,NA,NA,NA,3,10,30,1,NA,NA,NA,NA,Data extracted from Fig.5
270,Zhang2019,Zhang,2019,Daphnia magna,NA,PS/Latex,0.075,NA,75,NA,spherical,yes,carboxylated,negative,Aladdin Industrial Co.,polystyrene latex nano particles; = composite of PS and Latex; size range: 50-100nm,0,0,no,20,7.8,yes,no,NA,5,fulvic acid,,fulvic acid,48,2,NA,0.01,10,3,10,30,1,NA,NA,NA,NA,3,10,30,1,NA,NA,NA,NA,Data extracted from Fig.5
271,Zhang2019,Zhang,2019,Daphnia magna,NA,PS/Latex,0.075,NA,75,NA,spherical,yes,carboxylated,negative,Aladdin Industrial Co.,polystyrene latex nano particles; = composite of PS and Latex; size range: 50-100nm,0,0,no,20,7.8,yes,no,NA,5,fulvic acid,,fulvic acid,48,2,NA,0.01,10,3,10,30,1,NA,NA,NA,NA,3,10,30,1,NA,NA,NA,NA,Data extracted from Fig.5
272,Zhang2019,Zhang,2019,Daphnia magna,NA,PS/Latex,0.075,NA,75,NA,spherical,yes,carboxylated,negative,Aladdin Industrial Co.,polystyrene latex nano particles; = composite of PS and Latex; size range: 50-100nm,0,0,no,20,9,yes,no,NA,5,fulvic acid,,fulvic acid,48,2,NA,0.01,10,3,10,30,1,NA,NA,NA,NA,3,10,30,0.97,NA,NA,NA,NA,Data extracted from Fig.5
273,Zhang2019,Zhang,2019,Daphnia magna,NA,PS/Latex,0.075,NA,75,NA,spherical,yes,carboxylated,negative,Aladdin Industrial Co.,polystyrene latex nano particles; = composite of PS and Latex; size range: 50-100nm,0,0,no,20,9,yes,no,NA,5,fulvic acid,,fulvic acid,48,2,NA,0.01,10,3,10,30,1,NA,NA,NA,NA,3,10,30,1,NA,NA,NA,NA,Data extracted from Fig.5
274,Schuer2021,Schuer,2021,Daphnia magna,NA,PS,25,NA,25000,NA,fragment,no,NA,negative,from coffee-to-go cup,mean size ver roughly estimated visually from size distributions in Figure S1,0,0,yes,20,NA,no,yes,38,NA,wastewater_influent,influent of wastewater plant in Bad Homburg,wastewater,504,21,80,NA,NA,20,1,20,0.05,NA,NA,NA,NA,19,1,19,0,NA,NA,NA,NA,Data extracted from Table S1
275,Schuer2021,Schuer,2021,Daphnia magna,NA,PS,25,NA,25000,NA,fragment,no,NA,negative,from coffee-to-go cup,mean size ver roughly estimated visually from size distributions in Figure S1,0,0,yes,20,NA,no,yes,38,NA,wastewater_influent,influent of wastewater plant in Bad Homburg,wastewater,504,21,400,NA,NA,20,1,20,0.25,NA,NA,NA,NA,19,1,19,0.26,NA,NA,NA,NA,Data extracted from Table S1
276,Schuer2021,Schuer,2021,Daphnia magna,NA,PS,25,NA,25000,NA,fragment,no,NA,negative,from coffee-to-go cup,mean size ver roughly estimated visually from size distributions in Figure S1,0,0,yes,20,NA,no,yes,38,NA,wastewater_influent,influent of wastewater plant in Bad Homburg,wastewater,504,21,2000,NA,NA,20,1,20,0.45,NA,NA,NA,NA,18,1,18,0.61,NA,NA,NA,NA,Data extracted from Table S1
277,Schuer2021,Schuer,2021,Daphnia magna,NA,PS,25,NA,25000,NA,fragment,no,NA,negative,from coffee-to-go cup,mean size ver roughly estimated visually from size distributions in Figure S1,0,0,yes,20,NA,no,yes,38,NA,wastewater_influent,influent of wastewater plant in Bad Homburg,wastewater,504,21,10000,NA,NA,19,1,19,0.95,NA,NA,NA,NA,19,1,19,0.63,NA,NA,NA,NA,Data extracted from Table S1
278,Schuer2021,Schuer,2021,Daphnia magna,NA,PS,25,NA,25000,NA,fragment,no,NA,negative,from coffee-to-go cup,mean size ver roughly estimated visually from size distributions in Figure S1,0,1,yes,20,NA,no,yes,38,NA,wastewater_influent,influent of wastewater plant in Bad Homburg,wastewater,504,21,80,NA,NA,19,1,19,0.05,NA,NA,NA,NA,20,1,20,0.05,NA,NA,NA,NA,Data extracted from Table S1
279,Schuer2021,Schuer,2021,Daphnia magna,NA,PS,25,NA,25000,NA,fragment,no,NA,negative,from coffee-to-go cup,mean size ver roughly estimated visually from size distributions in Figure S1,0,1,yes,20,NA,no,yes,38,NA,wastewater_influent,influent of wastewater plant in Bad Homburg,wastewater,504,21,400,NA,NA,19,1,19,0.63,NA,NA,NA,NA,19,1,19,0.26,NA,NA,NA,NA,Data extracted from Table S1
280,Schuer2021,Schuer,2021,Daphnia magna,NA,PS,25,NA,25000,NA,fragment,no,NA,negative,from coffee-to-go cup,mean size ver roughly estimated visually from size distributions in Figure S1,0,1,yes,20,NA,no,yes,38,NA,wastewater_influent,influent of wastewater plant in Bad Homburg,wastewater,504,21,2000,NA,NA,20,1,20,0.9,NA,NA,NA,NA,20,1,20,0.45,NA,NA,NA,NA,Data extracted from Table S1
281,Schuer2021,Schuer,2021,Daphnia magna,NA,PS,25,NA,25000,NA,fragment,no,NA,negative,from coffee-to-go cup,mean size ver roughly estimated visually from size distributions in Figure S1,0,1,yes,20,NA,no,yes,38,NA,wastewater_influent,influent of wastewater plant in Bad Homburg,wastewater,504,21,10000,NA,NA,7,1,7,0.71,NA,NA,NA,NA,20,1,20,0.75,NA,NA,NA,NA,Data extracted from Table S1
282,Schuer2021,Schuer,2021,Daphnia magna,NA,PS,25,NA,25000,NA,fragment,no,NA,negative,from coffee-to-go cup,mean size ver roughly estimated visually from size distributions in Figure S1,0,2,yes,20,NA,no,yes,38,NA,wastewater_influent,influent of wastewater plant in Bad Homburg,wastewater,504,21,80,NA,NA,19,1,19,0,NA,NA,NA,NA,20,1,20,0.05,NA,NA,NA,NA,Data extracted from Table S1
283,Schuer2021,Schuer,2021,Daphnia magna,NA,PS,25,NA,25000,NA,fragment,no,NA,negative,from coffee-to-go cup,mean size ver roughly estimated visually from size distributions in Figure S1,0,2,yes,20,NA,no,yes,38,NA,wastewater_influent,influent of wastewater plant in Bad Homburg,wastewater,504,21,400,NA,NA,18,1,18,0.22,NA,NA,NA,NA,20,1,20,0.05,NA,NA,NA,NA,Data extracted from Table S1
284,Schuer2021,Schuer,2021,Daphnia magna,NA,PS,25,NA,25000,NA,fragment,no,NA,negative,from coffee-to-go cup,mean size ver roughly estimated visually from size distributions in Figure S1,0,2,yes,20,NA,no,yes,38,NA,wastewater_influent,influent of wastewater plant in Bad Homburg,wastewater,504,21,2000,NA,NA,20,1,20,0.55,NA,NA,NA,NA,19,1,19,0.21,NA,NA,NA,NA,Data extracted from Table S1
285,Schuer2021,Schuer,2021,Daphnia magna,NA,PS,25,NA,25000,NA,fragment,no,NA,negative,from coffee-to-go cup,mean size ver roughly estimated visually from size distributions in Figure S1,0,2,yes,20,NA,no,yes,38,NA,wastewater_influent,influent of wastewater plant in Bad Homburg,wastewater,504,21,10000,NA,NA,16,1,16,1,NA,NA,NA,NA,16,1,16,0.31,NA,NA,NA,NA,Data extracted from Table S1
286,Schuer2021,Schuer,2021,Daphnia magna,NA,PS,25,NA,25000,NA,fragment,no,NA,negative,from coffee-to-go cup,mean size ver roughly estimated visually from size distributions in Figure S1,0,3,yes,20,NA,no,yes,38,NA,wastewater_influent,influent of wastewater plant in Bad Homburg,wastewater,504,21,80,NA,NA,20,1,20,0.25,NA,NA,NA,NA,20,1,20,0.1,NA,NA,NA,NA,Data extracted from Table S1
287,Schuer2021,Schuer,2021,Daphnia magna,NA,PS,25,NA,25000,NA,fragment,no,NA,negative,from coffee-to-go cup,mean size ver roughly estimated visually from size distributions in Figure S1,0,3,yes,20,NA,no,yes,38,NA,wastewater_influent,influent of wastewater plant in Bad Homburg,wastewater,504,21,400,NA,NA,19,1,19,0.21,NA,NA,NA,NA,20,1,20,0.05,NA,NA,NA,NA,Data extracted from Table S1
288,Schuer2021,Schuer,2021,Daphnia magna,NA,PS,25,NA,25000,NA,fragment,no,NA,negative,from coffee-to-go cup,mean size ver roughly estimated visually from size distributions in Figure S1,0,3,yes,20,NA,no,yes,38,NA,wastewater_influent,influent of wastewater plant in Bad Homburg,wastewater,504,21,2000,NA,NA,20,1,20,0.15,NA,NA,NA,NA,20,1,20,0.25,NA,NA,NA,NA,Data extracted from Table S1
289,Schuer2021,Schuer,2021,Daphnia magna,NA,PS,25,NA,25000,NA,fragment,no,NA,negative,from coffee-to-go cup,mean size ver roughly estimated visually from size distributions in Figure S1,0,3,yes,20,NA,no,yes,38,NA,wastewater_influent,influent of wastewater plant in Bad Homburg,wastewater,504,21,10000,NA,NA,20,1,20,1,NA,NA,NA,NA,20,1,20,0.15,NA,NA,NA,NA,Data extracted from Table S1
290,Jemec_Kokalj2019,Jemec_Kokalj,2019,Daphnia magna,NA,PE,140.6,80,140000,80000,fragment,no,NA,NA,from facial scrub,,0,0,no,21,NA,no,yes,504,1,river_water_upstream,source of river Ljubljanica,stream water,48,2,NA,0.1,100,4,5,20,0.1,NA,NA,NA,NA,4,5,20,0,NA,NA,NA,NA,Data extracted from Fig. 2A / Control as MP
291,Jemec_Kokalj2019,Jemec_Kokalj,2019,Daphnia magna,NA,PE,140.6,80,140000,80000,fragment,no,NA,NA,from facial scrub,,0,0,no,21,NA,no,yes,504,11,river_city,river Ljubljanica city centre ,stream water,48,2,NA,0.1,100,4,5,20,0.1,NA,NA,NA,NA,4,5,20,0,NA,NA,NA,NA,Data extracted from Fig. 2A / Control as MP
292,Jemec_Kokalj2019,Jemec_Kokalj,2019,Daphnia magna,NA,PE,140.6,80,140000,80000,fragment,no,NA,NA,from facial scrub,,0,0,no,21,NA,no,yes,504,7.4,wastewater_effluent,effluent from a municipal wastewater treatment plant,wastewater,48,2,NA,0.1,100,4,5,20,0.1,NA,NA,NA,NA,4,5,20,0,NA,NA,NA,NA,Data extracted from Fig. 2A / Control as MP
293,Jemec_Kokalj2019,Jemec_Kokalj,2019,Daphnia magna,NA,PE,140.6,80,140000,80000,fragment,no,NA,NA,from facial scrub,,0,0,no,21,NA,no,yes,504,194.8,landfill_leachate,landfill leachate from a regional municipal landfill site ,wastewater,48,2,NA,0.1,100,4,5,20,0.1,NA,NA,NA,NA,4,5,20,0.05,NA,NA,NA,NA,Data extracted from Fig. 2A / Control as MP
294,Meng2022,Meng,2022,Daphnia magna,NA,PS,0.02,NA,20,NA,spherical,no,NA,positive,"Invitrogen (Thermofisher science, Waltham, MA, USA). ",,0,0,no,21,NA,yes,no,NA,0.96,lake water,mineral water considered as control,lake water,24,1,NA,0.005,5,4,5,20,1,NA,NA,NA,NA,4,5,20,1,NA,NA,NA,NA,"Data extracted from Fig. 6 / Used MNP concentrations: 5 mg, 10 mg and 20 mg because the control (mineral water) and treatment match and are easily distinguishable"
295,Meng2022,Meng,2022,Daphnia magna,NA,PS,0.02,NA,20,NA,spherical,no,NA,positive,"Invitrogen (Thermofisher science, Waltham, MA, USA). ",,0,0,no,21,NA,yes,no,NA,0.96,lake water,mineral water considered as control,lake water,24,1,NA,0.01,10,4,5,20,1,NA,NA,NA,NA,4,5,20,1,NA,NA,NA,NA,"Data extracted from Fig. 6 / Used MNP concentrations: 5 mg, 10 mg and 20 mg because the control (mineral water) and treatment match and are easily distinguishable"
296,Meng2022,Meng,2022,Daphnia magna,NA,PS,0.02,NA,20,NA,spherical,no,NA,positive,"Invitrogen (Thermofisher science, Waltham, MA, USA). ",,0,0,no,21,NA,yes,no,NA,0.96,lake water,mineral water considered as control,lake water,24,1,NA,0.02,20,4,5,20,1,NA,NA,NA,NA,4,5,20,1,NA,NA,NA,NA,"Data extracted from Fig. 6 / Used MNP concentrations: 5 mg, 10 mg and 20 mg because the control (mineral water) and treatment match and are easily distinguishable"
297,Meng2022,Meng,2022,Daphnia magna,NA,PS,0.04,NA,40,NA,spherical,no,NA,positive,"Invitrogen (Thermofisher science, Waltham, MA, USA). ",,0,0,no,21,NA,yes,no,NA,0.96,lake water,mineral water considered as control,lake water,24,1,NA,0.005,5,4,5,20,1,NA,NA,NA,NA,4,5,20,1,NA,NA,NA,NA,"Data extracted from Fig. 6 / Used MNP concentrations: 5 mg, 10 mg and 20 mg because the control (mineral water) and treatment match and are easily distinguishable"
294,Meng2022,Meng,2022,Daphnia magna,NA,PS,0.04,NA,40,NA,spherical,no,NA,positive,"Invitrogen (Thermofisher science, Waltham, MA, USA). ",,0,0,no,21,NA,yes,no,NA,0.96,lake water,mineral water considered as control,lake water,24,1,NA,0.01,10,4,5,20,1,NA,NA,NA,NA,4,5,20,1,NA,NA,NA,NA,"Data extracted from Fig. 6 / Used MNP concentrations: 5 mg, 10 mg and 20 mg because the control (mineral water) and treatment match and are easily distinguishable"
295,Meng2022,Meng,2022,Daphnia magna,NA,PS,0.04,NA,40,NA,spherical,no,NA,positive,"Invitrogen (Thermofisher science, Waltham, MA, USA). ",,0,0,no,21,NA,yes,no,NA,0.96,lake water,mineral water considered as control,lake water,24,1,NA,0.02,20,4,5,20,1,NA,NA,NA,NA,4,5,20,1,NA,NA,NA,NA,"Data extracted from Fig. 6 / Used MNP concentrations: 5 mg, 10 mg and 20 mg because the control (mineral water) and treatment match and are easily distinguishable"
296,Meng2022,Meng,2022,Daphnia magna,NA,PS,0.06,NA,60,NA,spherical,no,NA,positive,"Invitrogen (Thermofisher science, Waltham, MA, USA). ",,0,0,no,21,NA,yes,no,NA,0.96,lake water,mineral water considered as control,lake water,24,1,NA,0.005,5,4,5,20,1,NA,NA,NA,NA,4,5,20,0.06,NA,NA,NA,NA,"Data extracted from Fig. 6 / Used MNP concentrations: 5 mg, 10 mg and 20 mg because the control (mineral water) and treatment match and are easily distinguishable"
297,Meng2022,Meng,2022,Daphnia magna,NA,PS,0.06,NA,60,NA,spherical,no,NA,positive,"Invitrogen (Thermofisher science, Waltham, MA, USA). ",,0,0,no,21,NA,yes,no,NA,0.96,lake water,mineral water considered as control,lake water,24,1,NA,0.01,10,4,5,20,1,NA,NA,NA,NA,4,5,20,0.7,NA,NA,NA,NA,"Data extracted from Fig. 6 / Used MNP concentrations: 5 mg, 10 mg and 20 mg because the control (mineral water) and treatment match and are easily distinguishable"
294,Meng2022,Meng,2022,Daphnia magna,NA,PS,0.06,NA,60,NA,spherical,no,NA,positive,"Invitrogen (Thermofisher science, Waltham, MA, USA). ",,0,0,no,21,NA,yes,no,NA,0.96,lake water,mineral water considered as control,lake water,24,1,NA,0.02,20,4,5,20,1,NA,NA,NA,NA,4,5,20,0.9,NA,NA,NA,NA,"Data extracted from Fig. 6 / Used MNP concentrations: 5 mg, 10 mg and 20 mg because the control (mineral water) and treatment match and are easily distinguishable"
295,Meng2022,Meng,2022,Daphnia magna,NA,PS,0.1,NA,100,NA,spherical,no,NA,positive,"Invitrogen (Thermofisher science, Waltham, MA, USA). ",,0,0,no,21,NA,yes,no,NA,0.96,lake water,mineral water considered as control,lake water,24,1,NA,0.005,5,4,5,20,0.33,NA,NA,NA,NA,4,5,20,0,NA,NA,NA,NA,"Data extracted from Fig. 6 / Used MNP concentrations: 5 mg, 10 mg and 20 mg because the control (mineral water) and treatment match and are easily distinguishable"
296,Meng2022,Meng,2022,Daphnia magna,NA,PS,0.1,NA,100,NA,spherical,no,NA,positive,"Invitrogen (Thermofisher science, Waltham, MA, USA). ",,0,0,no,21,NA,yes,no,NA,0.96,lake water,mineral water considered as control,lake water,24,1,NA,0.01,10,4,5,20,0.76,NA,NA,NA,NA,4,5,20,0.3,NA,NA,NA,NA,"Data extracted from Fig. 6 / Used MNP concentrations: 5 mg, 10 mg and 20 mg because the control (mineral water) and treatment match and are easily distinguishable"
297,Meng2022,Meng,2022,Daphnia magna,NA,PS,0.1,NA,100,NA,spherical,no,NA,positive,"Invitrogen (Thermofisher science, Waltham, MA, USA). ",,0,0,no,21,NA,yes,no,NA,0.96,lake water,mineral water considered as control,lake water,24,1,NA,0.02,20,4,5,20,0.85,NA,NA,NA,NA,4,5,20,0.9,NA,NA,NA,NA,"Data extracted from Fig. 6 / Used MNP concentrations: 5 mg, 10 mg and 20 mg because the control (mineral water) and treatment match and are easily distinguishable"
